,Unnamed: 0,department,division,position_title,city,gender,ethnicity,education,veteran_status,startyear,birthyear,tenure,age
197,197,Human Services,Hum Svc Div of Social Services,Mgmt Services Administrator,Norfolk,Male,White,Bachelors Level Degree,Not Indicated,2013,1952,10,71
198,198,Police,Police Field Operations-Sworn,Police Sergeant,Portsmouth,Male,White,Not Indicated,Not Indicated,2011,1987,12,36
199,199,Human Services,Hum Svc Div of Social Services,Family Services Worker I,Norfolk,Female,Black,Bachelors Level Degree,Not Indicated,2023,1972,0,51
200,200,Human Services,Hum Svc Div of Social Services,Family Services Worker I,Virginia Beach,Female,White,Bachelors Level Degree,Not Indicated,2022,1978,1,45
201,201,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,White,HS Graduate or Equivalent,Not Indicated,2018,1988,5,35
202,202,Emergency Preparedness and Response,EOC/911,Public Safety Telecomm I,Virginia Beach,Female,White,Not Indicated,Not Indicated,2010,1984,13,39
203,203,Sheriff and Jail,Judicial - Sheriff and Jail,Info Tech Systems Director,Virginia Beach,Male,White,Associate Degree,Not Indicated,2015,1987,8,36
204,204,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Elizabeth City,Male,White,Associate Degree,Not Indicated,2022,1983,1,40
205,205,Public Works,PW Storm Water Mgmt,Design/Construction Prj Mgr Sr,Suffolk,Male,Asian,Not Indicated,Not Indicated,2009,1972,14,51
206,206,Utilities,Utilities Water Distribution,Maintenance Worker II,Norfolk,Male,Black,Not Indicated,Not Indicated,2013,1989,10,34
207,207,"Cultural Facilities, Arts and Entertainment",CFAE-Cultural Affrs/SpecEvents,Public Information Spec I,Chesapeake,Female,Hispanic,Bachelors Level Degree,Not Indicated,2022,1999,1,24
208,208,Fire-Rescue,Fire-Rescue,Fire Lieutenant,Chesapeake,Male,White,Not Indicated,Not Indicated,2011,1989,12,34
209,209,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Virginia Beach,Male,White,Technical School,Not Indicated,2016,1968,7,55
210,210,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Coinjock,Male,White,Not Indicated,Not Indicated,2011,1972,12,51
211,211,Norfolk Community Services Board,NCSB-Intake,Clinical Coordinator,Chesapeake,Female,Black,Not Indicated,Not Indicated,2012,1979,11,44
212,212,Libraries,Branch Operations,Librarian II,Norfolk,Male,Black,Not Indicated,Not Indicated,2010,1982,13,41
213,213,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,Asian,Not Indicated,Not Indicated,2013,1992,10,31
214,214,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Suffolk,Male,Asian,Not Indicated,Not Indicated,2013,1986,10,37
215,215,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Norfolk,Male,Black,Not Indicated,Not Indicated,2010,1985,13,38
216,216,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,Black,Not Indicated,Not Indicated,2013,1987,10,36
217,217,General Services,General Services-Parking Fac,Customer Service Rep,Norfolk,Female,Black,HS Graduate or Equivalent,Not Indicated,2023,1993,0,30
218,218,Police,Police Field Operations-Sworn,Police Sergeant,Hampton,Male,White,Not Indicated,Not Indicated,2010,1979,13,44
219,219,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Norfolk,Male,White,Associate Degree,Not Indicated,2019,1999,4,24
220,220,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Male,White,Not Indicated,Not Indicated,2010,1984,13,39
221,221,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Chesapeake,Male,Hispanic,Not Indicated,Not Indicated,2011,1983,12,40
222,222,Neighborhood Services,Neighborhood Development,Assistant Director,Norfolk,Female,Black,Not Indicated,Not Indicated,2011,1976,12,47
223,223,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Norfolk,Female,Black,Not Indicated,Not Indicated,2011,1987,12,36
224,224,Utilities,Utilities Water Distribution,Utility Maintenance Mech II,Norfolk,Male,Black,Not Indicated,Not Indicated,2013,1982,10,41
225,225,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Chesapeake,Male,White,Not Indicated,Not Indicated,2011,1968,12,55
226,226,Parks and Recreation,RPOS - Landscape Services,Bureau Manager,Suffolk,Male,White,Technical School,Not Indicated,2014,1979,9,44
227,227,Police,Police Investigative Svc-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not Indicated,2012,1986,11,37
228,228,Human Services,Hum Svc Div of Social Services,Fiscal Monitoring Spec I,Chesapeake,Female,Black,Not Indicated,Not Indicated,2009,1961,14,62
229,229,Police,Police Field Operations-Sworn,Master Police Officer,Norfolk,Male,Black,Masters Level Degree,Not Indicated,2012,1967,11,56
230,230,Norfolk Community Services Board,NCSB-Financial Management,Reimbursement Supervisor,Newport News,Female,Black,Some College,Not Indicated,2011,1969,12,54
231,231,Utilities,Utilities Water Quality,Asst Supt of Utility Division,Norfolk,Female,Black,Not Indicated,Not Indicated,2008,1983,15,40
232,232,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Female,White,Not Indicated,Not Indicated,2011,1984,12,39
233,233,Parks and Recreation,RPOS - Landscape Services,Forestry Crew Leader,Norfolk,Male,Black,HS Graduate or Equivalent,Not Indicated,2012,1987,11,36
234,234,Elections,Elections,Director of Elections,Norfolk,Female,White,Not Indicated,Not Indicated,2011,1971,12,52
235,235,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,Black,Not Indicated,Not Indicated,2011,1988,12,35
236,236,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Male,White,Not Indicated,Not Indicated,2011,1978,12,45
237,237,Human Services,Hum Svc Juvenile Detention Ctr,Maintenance Supervisor I,Norfolk,Male,Black,Not Indicated,Not Indicated,2012,1959,11,64
238,238,City Planning,Planning-Planning,Division Head,Norfolk,Female,White,Not Indicated,Not Indicated,2013,1964,10,59
239,239,City Planning,Planning-Planning,"Design & Rehab Consultant, Sr",Virginia Beach,Male,Black,Not Indicated,Not Indicated,2011,1968,12,55
240,240,Utilities,Utilities Engineering,Civil Engineer IV,Norfolk,Male,Black,Bachelors Level Degree,Not Indicated,2013,1989,10,34
241,241,,RyanWhite Grant Administration,Accounting Technician II,Norfolk,Female,White,Not Indicated,Not Indicated,2011,1978,12,45
242,242,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Chesapeake,Male,White,Not Indicated,Not Indicated,2013,1981,10,42
243,243,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Portsmouth,Female,Black,Not Indicated,Not Indicated,2017,1987,6,36
244,244,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist III,Hampton,Female,Black,Not Indicated,Not Indicated,2012,1972,11,51
245,245,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Virginia Beach,Male,Asian,Not Indicated,Not Indicated,2011,1976,12,47
246,246,Police,Police Administrative Svcs-Swn,Police Sergeant,Chesapeake,Female,White,Not Indicated,Not Indicated,2009,1979,14,44
247,247,Human Services,Hum Svc Div of Social Services,Support Technician,Norfolk,Female,Black,Not Indicated,Not Indicated,2011,1971,12,52
248,248,Utilities,Utilities Water Distribution,Utility Maintenance Supervisor,Virginia Beach,Male,Black,Not Indicated,Not Indicated,2011,1985,12,38
249,249,Police,Police Field Operations-Guards,School Crossing Guard,Hampton,Female,Black,Not Indicated,Not Indicated,2011,1953,12,70
250,250,Utilities,Utilities Water Distribution,Equipment Operator III,Norfolk,Male,Black,HS Graduate or Equivalent,Not Indicated,2018,1966,5,57
251,251,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Virginia Beach,Female,Black,Not Indicated,Not Indicated,2013,1981,10,42
252,252,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not Indicated,2010,1976,13,47
253,253,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,White,Not Indicated,Not Indicated,2013,1991,10,32
254,254,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,White,Not Indicated,Not Indicated,2009,1972,14,51
255,255,General Services,General Services-Animal Care,Kennel Supervisor,Norfolk,Female,,Some College,Not Indicated,2017,1990,6,33
256,256,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),Portsmouth,Male,White,Not Indicated,Not Indicated,2010,1984,13,39
257,257,Police,Police Field Operations-Civiln,Humane Officer II,Norfolk,Male,White,Not Indicated,Not Indicated,2012,1975,11,48
258,258,Public Works,PW Waste Management,Refuse Collection Supv,Virginia Beach,Male,Black,Not Indicated,Not Indicated,2010,1953,13,70
259,259,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not Indicated,2009,1984,14,39
260,260,Police,Police Investigative Svc-Civil,Administrative Assistant I,Gates,Female,Black,Not Indicated,Not Indicated,2012,1966,11,57
261,261,Utilities,Utilities Water Distribution,Utility Maintenance Mech I,Norfolk,Male,Black,Not Indicated,Not Indicated,2009,1990,14,33
262,262,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Chesapeake,Female,Black,Not Indicated,Not Indicated,2010,1984,13,39
263,263,Fire-Rescue,Fire-Rescue,Fire Inspector,Hampton,Male,Black,Not Indicated,Not Indicated,2009,1982,14,41
264,264,Resilience,Office of Resilience,Assistant Director,Virginia Beach,Male,White,Not Indicated,Not Indicated,2010,1985,13,38
265,265,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,Norfolk,Female,Hawaiian,Not Indicated,Not Indicated,2009,1961,14,62
266,266,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not Indicated,2010,1987,13,36
267,267,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Portsmouth,Male,White,Not Indicated,Not Indicated,2009,1981,14,42
268,268,City Real Estate Assessor,City Assessor,Real Estate Appraisal Tm Ldr,Virginia Beach,Male,White,Not Indicated,Not Indicated,2009,1966,14,57
269,269,Police,Police Administrative Svcs-Swn,Police Sergeant,Virginia Beach,Male,White,Not Indicated,Not Indicated,2008,1986,15,37
270,270,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),Virginia Beach,Female,White,HS Graduate or Equivalent,Not Indicated,2012,1989,11,34
271,271,Police,Police Administration - Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not Indicated,2012,1987,11,36
272,272,Police,Police Administration - Sworn,Master Police Officer,Virginia Beach,Male,Black,Not Indicated,Not Indicated,2010,1986,13,37
273,273,Police,Police Administrative Svc-Civl,Operations Officer II,Norfolk,Female,Black,Not Indicated,Not Indicated,2013,1965,10,58
274,274,General Services,Gen Srvs-PublicInfrastructure,Supervising Operating Engineer,Norfolk,Male,White,Not Indicated,Not Indicated,2011,1973,12,50
275,275,Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Chesapeake,Female,Black,Some College,Not Indicated,2017,1979,6,44
276,276,Norfolk Community Services Board,Clinical Acute Services Admin,Administrative Assistant II,Suffolk,Female,Black,Not Indicated,Not Indicated,2012,1984,11,39
277,277,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Norfolk,Female,Black,Not Indicated,Not Indicated,2009,1974,14,49
278,278,Norfolk Community Services Board,NCSB-Medical Services,Psychiatrist,Virginia Beach,Male,White,Not Indicated,Not Indicated,2009,1956,14,67
279,279,General Services,Gen Srvs-PublicInfrastructure,Electrician II,Suffolk,Male,White,Less Than HS Graduate,Not Indicated,2019,1981,4,42
280,280,Police,Police Investigative Svc-Sworn,Master Police Officer,Virginia Beach,Female,White,Not Indicated,Not Indicated,2011,1984,12,39
281,281,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Hampton,Male,Black,Not Indicated,Not Indicated,2009,1982,14,41
282,282,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Chesapeake,Male,White,Not Indicated,Not Indicated,2009,1985,14,38
283,283,Nauticus,Maritime Center- USS Wisconsin,Maritime Center Specialist II,Norfolk,Male,White,Not Indicated,Not Indicated,2010,1963,13,60
284,284,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Male,Black,Not Indicated,Not Indicated,2009,1970,14,53
285,285,Police,Police Administrative Svcs-Swn,Police Sergeant,Norfolk,Male,White,Not Indicated,Not Indicated,2012,1984,11,39
286,286,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Norfolk,Male,White,Not Indicated,Not Indicated,2009,1988,14,35
287,287,Budget and Strategic Planning,Office Budget & Strategic Plan,Bus Process Automation Manager,Arvada,Female,White,Bachelors Level Degree,Not Indicated,2015,1974,8,49
288,288,Police,Police Investigative Svc-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not Indicated,2011,1989,12,34
289,289,Cemeteries,Cemetery Fund,Division Head,Norfolk,Male,White,Not Indicated,Not Indicated,2013,1978,10,45
290,290,Police,Police Field Operations-Sworn,Master Police Officer,Norfolk,Male,White,Bachelors Level Degree,Not Indicated,2011,1987,12,36
291,291,Public Works,PW Director's Office,Management Analyst III,Norfolk,Female,Black,Not Indicated,Not Indicated,2011,1991,12,32
292,292,Human Services,Hum Svc Juvenile Detention Ctr,Food Service Manager,Chesapeake,Male,Black,Not Indicated,Not Indicated,2012,1968,11,55
293,293,Police,Police Field Operations-Sworn,Police Lieutenant,Chesapeake,Male,White,Not Indicated,Not Indicated,2009,1981,14,42
294,294,General Services,Gen Srvs-PublicInfrastructure,Maintenance Supervisor II,Chesapeake,Male,Black,Not Indicated,Not Indicated,2012,1971,11,52
295,295,Police,Police Field Operations-Sworn,Police Sergeant,Moyock,Male,White,Not Indicated,Not Indicated,2011,1987,12,36
296,296,Utilities,Utilities Water Quality,"Water Chemist, Senior",Norfolk,Female,White,Masters Level Degree,Not Indicated,2020,1985,3,38
297,297,Emergency Preparedness and Response,EOC/911,Public Safety Telecomm II,Chesapeake,Female,Black,Not Indicated,Not Indicated,2012,1971,11,52
298,298,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist I,Chesapeake,Female,,Masters Level Degree,Not Indicated,2018,1992,5,31
299,299,Norfolk Community Services Board,NCSB Homeless Project,Case Manager III,Chesapeake,Female,Black,Not Indicated,Not Indicated,2012,1955,11,68
300,300,Police,Police Investigative Svc-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not Indicated,2010,1986,13,37
301,301,Police,Police Administrative Svcs-Swn,Master Police Officer,Virginia Beach,Male,Black,Bachelors Level Degree,Not Indicated,2010,1965,13,58
302,302,Utilities,Utilities Director's Office,Support Technician,Virginia Beach,Female,Black,Not Indicated,Not Indicated,2010,1981,13,42
303,303,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Currituck,Male,White,Not Indicated,Not Indicated,2011,1983,12,40
304,304,Police,Police Administrative Svcs-Swn,Police Sergeant,Portsmouth,Female,Black,HS Graduate or Equivalent,Not Indicated,2012,1982,11,41
305,305,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Female,Hispanic,Not Indicated,Not Indicated,2009,1981,14,42
306,306,City Treasurer,City Treasurer,Deputy III - TR,Chesapeake,Male,Black,Bachelors Level Degree,Not Indicated,2014,1958,9,65
307,307,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not Indicated,2010,1989,13,34
308,308,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor III,Norfolk,Female,Black,HS Graduate or Equivalent,Not Indicated,2013,1981,10,42
309,309,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Chesapeake,Male,Black,Not Indicated,Not Indicated,2009,1969,14,54
310,310,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Norfolk,Female,Black,Not Indicated,Not Indicated,2011,1963,12,60
311,311,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Portsmouth,Male,,Not Indicated,Not Indicated,2010,1986,13,37
312,312,Fire-Rescue,Fire-Rescue,Fire Inspector,Moyock,Male,White,Not Indicated,Not Indicated,2011,1991,12,32
313,313,Parks and Recreation,RPOS - Landscape Services,Crew Leader I,Portsmouth,Male,Black,Not Indicated,Not Indicated,2012,1973,11,50
314,314,City Treasurer,City Treasurer,Deputy IV - TR,Chesapeake,Female,Black,Not Indicated,Not Indicated,2012,1971,11,52
315,315,Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Virginia Beach,Female,Black,Not Indicated,Not Indicated,2012,1982,11,41
316,316,Utilities,Utilities Water Production,Water Production Manager,Yorktown,Male,White,Not Indicated,Not Indicated,2010,1960,13,63
317,317,Norfolk Community Services Board,Shelter and Support Services,Human Services Aide,Norfolk,Female,Black,Not Indicated,Not Indicated,2011,1982,12,41
318,318,Public Works,PW Storm Water Mgmt,Equipment Operator III,Virginia Beach,Male,Black,HS Graduate or Equivalent,Not Indicated,2012,1968,11,55
319,319,Police,Police Field Operations-Sworn,Master Police Officer,Chesapeake,Male,White,Masters Level Degree,Not Indicated,2010,1974,13,49
320,320,City Auditor,City Auditor,Assistant City Auditor II,Norfolk,Female,Black,HS Graduate or Equivalent,Not Indicated,2019,1978,4,45
321,321,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Virginia Beach,Female,Black,Bachelors Level Degree,Not Indicated,2019,1983,4,40
322,322,Commonwealths Attorney,Commonwealth's Attorney,Asst Commonwealth's Att I,Norfolk,Female,Asian,Doctorate (Professional),Not Indicated,2022,1977,1,46
323,323,Public Works,PW Waste Management,"Refuse Collector, Lead",Chesapeake,Male,Black,Not Indicated,Not Indicated,2010,1965,13,58
324,324,Norfolk Community Services Board,NCSB-Mental Health Svs Admin,Programs Manager,Virginia Beach,Female,White,Not Indicated,Not Indicated,2013,1970,10,53
325,325,Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Norfolk,Female,White,Not Indicated,Not Indicated,2012,1988,11,35
326,326,Parks and Recreation,RPOS - Landscape Services,Maintenance Supervisor II,Chesapeake,Male,White,Not Indicated,Not Indicated,2013,1982,10,41
