,Unnamed: 0.1,Unnamed: 0,department,division,job_title,employee_classification,start_date,title_date,flsa_status,annual_base_rate,start_year,annual_salary,employee_status
152,152,152,Human Resources,Human Resources,Emp Rel Anly II (HR only),Permanent Full-time,2020-02-24T00:00:00.000,2020-02-24T00:00:00.000,Exempt,77868.0,2020,77868.0,FT
153,153,153,Human Resources,Human Resources,Human Resources Spec (HR only),Permanent Full-time,2019-06-08T00:00:00.000,2019-06-08T00:00:00.000,Nonexempt,44130.45,2019,44130.45,FT
154,154,154,Human Resources,Human Resources,Emp Rel Anly I (HR only),Permanent Full-time,2018-10-15T00:00:00.000,2021-08-30T00:00:00.000,Exempt,57750.0,2018,57750.0,FT
155,155,155,Human Resources,Human Resources,Org Dev Analyst (HR only),Permanent Full-time,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,Exempt,55983.66,2014,55983.66,FT
156,156,156,Human Resources,Human Resources,Director of Human Resources,Permanent Full-time,2017-05-22T00:00:00.000,2017-05-22T00:00:00.000,Exempt,157234.41,2017,157234.41,FT
157,157,157,Human Resources,Human Resources,Total Abnce Mgmt Mgr (HR only),Special Project w/ Retirement,2021-06-05T00:00:00.000,2021-06-05T00:00:00.000,Exempt,86520.0,2021,86520.0,RET
158,158,158,Human Resources,Human Resources,HR Admin Mgr (HR only),Permanent Full-time,1992-02-03T00:00:00.000,2019-07-20T00:00:00.000,Exempt,88250.4,1992,88250.4,FT
159,159,159,Human Resources,Human Resources,Management Analyst II,Permanent Full-time,2018-11-13T00:00:00.000,2022-10-10T00:00:00.000,Exempt,60000.0,2018,60000.0,FT
160,160,160,Human Resources,Human Resources,Management Analyst III,Permanent Full-time,2022-10-31T00:00:00.000,2022-10-31T00:00:00.000,Exempt,65000.0,2022,65000.0,FT
161,161,161,Human Resources,Human Resources,Org Dev Analyst (HR only),Permanent Full-time,2011-09-21T00:00:00.000,2012-08-27T00:00:00.000,Exempt,55156.5,2011,55156.5,FT
162,162,162,Human Resources,Human Resources,Tota Abnce Mgmt Spec (HR only),Permanent Full-time,2020-12-14T00:00:00.000,2020-12-14T00:00:00.000,Nonexempt,48667.5,2020,48667.5,FT
163,163,163,Human Resources,Human Resources,Management Analyst III,Permanent Full-time,2023-01-28T00:00:00.000,2023-01-28T00:00:00.000,Exempt,65000.0,2023,65000.0,FT
164,164,164,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-04-08T00:00:00.000,2023-04-08T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
165,165,165,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,1983-10-06T00:00:00.000,2017-07-22T00:00:00.000,Nonexempt,19.35,1983,40248.0,RET
166,166,166,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-01-14T00:00:00.000,2023-01-14T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
167,167,167,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
168,168,168,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Sheriff - Full TIme,2020-08-01T00:00:00.000,2020-08-01T00:00:00.000,Nonexempt,22.63,2020,47070.399999999994,OTHER
169,169,169,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,1988-06-28T00:00:00.000,2009-10-23T00:00:00.000,Nonexempt,20.83,1988,43326.399999999994,PT
170,170,170,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,1988-02-01T00:00:00.000,2017-08-21T00:00:00.000,Nonexempt,20.83,1988,43326.399999999994,PT
171,171,171,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-04-08T00:00:00.000,2023-04-08T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
172,172,172,Sheriff and Jail,Judicial - Sheriff and Jail,Property Technician - SC,State Comp Board Retirement,2009-09-23T00:00:00.000,2022-08-13T00:00:00.000,Nonexempt,19.26,2009,40060.8,RET
173,173,173,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
174,174,174,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-11-19T00:00:00.000,2022-11-19T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
175,175,175,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-01-16T00:00:00.000,2021-01-16T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
176,176,176,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-08-27T00:00:00.000,2022-08-27T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
177,177,177,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2020-10-10T00:00:00.000,2022-04-23T00:00:00.000,Nonexempt,22.63,2020,47070.399999999994,RET
178,178,178,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-04-10T00:00:00.000,2021-04-10T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
179,179,179,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Sheriff - Full TIme,2021-07-03T00:00:00.000,2022-04-23T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,OTHER
180,180,180,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2022-03-12T00:00:00.000,2022-03-12T00:00:00.000,Nonexempt,22.63,2022,47070.399999999994,RET
181,181,181,Sheriff and Jail,Judicial - Sheriff and Jail,Payroll & Benefits Coordinator,State Comp Board Retirement,2021-10-30T00:00:00.000,2021-10-30T00:00:00.000,Nonexempt,21.15,2021,43992.0,RET
182,182,182,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,2002-10-08T00:00:00.000,2016-09-08T00:00:00.000,Nonexempt,21.24,2002,44179.2,PT
183,183,183,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,2003-02-08T00:00:00.000,2003-02-08T00:00:00.000,Nonexempt,21.78,2003,45302.4,PT
184,184,184,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,2003-02-08T00:00:00.000,2003-02-08T00:00:00.000,Nonexempt,21.78,2003,45302.4,PT
185,185,185,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,1971-07-26T00:00:00.000,2015-01-15T00:00:00.000,Nonexempt,22.08,1971,45926.399999999994,PT
186,186,186,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,1972-01-07T00:00:00.000,2015-01-15T00:00:00.000,Nonexempt,22.08,1972,45926.399999999994,PT
187,187,187,Sheriff and Jail,Judicial - Sheriff and Jail,Public Relations Assistant-SC,State Comp Board Retirement,1980-09-04T00:00:00.000,2017-07-08T00:00:00.000,Nonexempt,22.15,1980,46072.0,RET
188,188,188,Sheriff and Jail,Judicial - Sheriff and Jail,MicrocomputerSystemsAnalystSC,State Comp Board Retirement,2006-05-23T00:00:00.000,2018-08-18T00:00:00.000,Nonexempt,22.18,2006,46134.4,RET
189,189,189,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2018-06-23T00:00:00.000,2018-06-23T00:00:00.000,Nonexempt,22.63,2018,47070.399999999994,RET
190,190,190,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2022-01-29T00:00:00.000,2022-01-29T00:00:00.000,Nonexempt,22.63,2022,47070.399999999994,RET
191,191,191,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2019-07-06T00:00:00.000,2019-07-06T00:00:00.000,Nonexempt,22.63,2019,47070.399999999994,RET
192,192,192,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Sheriff - Full TIme,2020-12-05T00:00:00.000,2020-12-05T00:00:00.000,Nonexempt,22.63,2020,47070.399999999994,OTHER
193,193,193,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-09-25T00:00:00.000,2021-09-25T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
194,194,194,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,1988-09-01T00:00:00.000,2010-05-08T00:00:00.000,Nonexempt,21.66,1988,45052.799999999996,PT
195,195,195,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Constitutional OfficePart-time,1972-10-16T00:00:00.000,2018-09-15T00:00:00.000,Nonexempt,22.63,1972,47070.399999999994,PT
196,196,196,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Constitutional OfficePart-time,1990-04-04T00:00:00.000,2018-11-24T00:00:00.000,Nonexempt,22.63,1990,47070.399999999994,PT
197,197,197,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Constitutional OfficePart-time,1996-10-28T00:00:00.000,2016-12-05T00:00:00.000,Nonexempt,23.2,1996,48256.0,PT
198,198,198,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,2021-10-30T00:00:00.000,2021-10-30T00:00:00.000,Nonexempt,18.0,2021,37440.0,RET
199,199,199,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,1998-12-18T00:00:00.000,2022-10-08T00:00:00.000,Nonexempt,18.0,1998,37440.0,RET
200,200,200,Sheriff and Jail,Judicial - Sheriff and Jail,Secretary II,Constitutional OfficePart-time,1978-08-21T00:00:00.000,2021-09-25T00:00:00.000,Nonexempt,18.36,1978,38188.799999999996,PT
201,201,201,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,1973-11-30T00:00:00.000,2019-01-19T00:00:00.000,Nonexempt,18.36,1973,38188.799999999996,PT
202,202,202,Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,1996-08-13T00:00:00.000,2021-09-25T00:00:00.000,Nonexempt,18.36,1996,38188.799999999996,PT
203,203,203,Sheriff and Jail,Judicial - Sheriff and Jail,Info Tech Systems Director,State Comp Board Retirement,2015-12-08T00:00:00.000,2015-12-08T00:00:00.000,Exempt,84218.27,2015,84218.27,RET
204,204,204,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieutenant),State Comp Board Retirement,1994-07-08T00:00:00.000,1997-01-23T00:00:00.000,Nonexempt,40.54,1994,84323.2,RET
205,205,205,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieutenant),State Comp Board Retirement,1998-08-08T00:00:00.000,2008-07-23T00:00:00.000,Nonexempt,40.54,1998,84323.2,RET
206,206,206,Sheriff and Jail,Judicial - Sheriff and Jail,Secretary I,State Comp Board Retirement,1997-08-25T00:00:00.000,2019-01-19T00:00:00.000,Nonexempt,19.48,1997,40518.4,RET
207,207,207,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,2015-07-08T00:00:00.000,2015-07-08T00:00:00.000,Nonexempt,19.8,2015,41184.0,RET
208,208,208,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-08-28T00:00:00.000,2021-08-28T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
209,209,209,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2022-01-29T00:00:00.000,2022-01-29T00:00:00.000,Nonexempt,22.63,2022,47070.399999999994,RET
210,210,210,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2022-03-12T00:00:00.000,2022-03-12T00:00:00.000,Nonexempt,22.63,2022,47070.399999999994,RET
211,211,211,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2020-12-05T00:00:00.000,2020-12-05T00:00:00.000,Nonexempt,22.63,2020,47070.399999999994,RET
212,212,212,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-01-16T00:00:00.000,2021-01-16T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
213,213,213,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-03-13T00:00:00.000,2021-03-13T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
214,214,214,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-08-28T00:00:00.000,2021-08-28T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
215,215,215,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Sheriff - Full TIme,2021-07-03T00:00:00.000,2022-04-23T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,OTHER
216,216,216,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-12-04T00:00:00.000,2021-12-04T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
217,217,217,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-11-19T00:00:00.000,2022-11-19T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
218,218,218,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-10-08T00:00:00.000,2022-10-08T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
219,219,219,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-05-21T00:00:00.000,2022-05-21T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
220,220,220,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2021-10-30T00:00:00.000,2021-10-30T00:00:00.000,Nonexempt,22.63,2021,47070.399999999994,RET
221,221,221,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2019-08-17T00:00:00.000,2019-08-17T00:00:00.000,Nonexempt,22.63,2019,47070.399999999994,RET
222,222,222,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2019-09-28T00:00:00.000,2019-09-28T00:00:00.000,Nonexempt,22.63,2019,47070.399999999994,RET
223,223,223,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
224,224,224,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-01-14T00:00:00.000,2023-01-14T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
225,225,225,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-05-21T00:00:00.000,2022-05-21T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
226,226,226,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-07-16T00:00:00.000,2022-07-16T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
227,227,227,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-03-12T00:00:00.000,2022-03-12T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
228,228,228,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-07-16T00:00:00.000,2022-07-16T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
229,229,229,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-05-21T00:00:00.000,2022-05-21T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
230,230,230,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
231,231,231,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-11-19T00:00:00.000,2022-11-19T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
232,232,232,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-05-21T00:00:00.000,2022-05-21T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
233,233,233,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-04-08T00:00:00.000,2023-04-08T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
234,234,234,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-01-14T00:00:00.000,2023-01-14T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
235,235,235,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-11-19T00:00:00.000,2022-11-19T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
236,236,236,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-04-08T00:00:00.000,2023-04-08T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
237,237,237,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
238,238,238,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2022-07-16T00:00:00.000,2022-07-16T00:00:00.000,Nonexempt,20.8,2022,43264.0,RET
239,239,239,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,20.8,2023,43264.0,RET
240,240,240,Sheriff and Jail,Judicial - Sheriff and Jail,Professional Std Office Analys,State Comp Board Retirement,2008-03-26T00:00:00.000,2008-03-26T00:00:00.000,Nonexempt,24.22,2008,50377.6,RET
241,241,241,Sheriff and Jail,Judicial - Sheriff and Jail,Procurement Specialist - SC,State Comp Board Retirement,2023-01-14T00:00:00.000,2023-01-14T00:00:00.000,Nonexempt,24.23,2023,50398.4,RET
242,242,242,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk II - SC,State Comp Board Retirement,2000-08-08T00:00:00.000,2000-08-08T00:00:00.000,Nonexempt,24.35,2000,50648.0,RET
243,243,243,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2017-04-17T00:00:00.000,2017-04-17T00:00:00.000,Nonexempt,24.37,2017,50689.600000000006,RET
244,244,244,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,1989-02-06T00:00:00.000,2019-07-06T00:00:00.000,Nonexempt,24.37,1989,50689.600000000006,RET
245,245,245,Sheriff and Jail,Judicial - Sheriff and Jail,Inmate Rehabilitation Coord,State Comp Board Retirement,2021-10-29T00:00:00.000,2022-09-24T00:00:00.000,Nonexempt,24.61,2021,51188.799999999996,RET
246,246,246,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2010-10-08T00:00:00.000,2018-05-26T00:00:00.000,Nonexempt,25.05,2010,52104.0,RET
247,247,247,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,2005-07-25T00:00:00.000,2005-07-25T00:00:00.000,Nonexempt,20.81,2005,43284.799999999996,RET
248,248,248,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2014-07-08T00:00:00.000,2023-01-14T00:00:00.000,Nonexempt,25.05,2014,52104.0,RET
249,249,249,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2015-11-08T00:00:00.000,2015-11-08T00:00:00.000,Nonexempt,25.05,2015,52104.0,RET
250,250,250,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,1998-08-23T00:00:00.000,2019-09-28T00:00:00.000,Nonexempt,25.05,1998,52104.0,RET
251,251,251,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2014-12-08T00:00:00.000,2014-12-08T00:00:00.000,Nonexempt,25.05,2014,52104.0,RET
252,252,252,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2015-02-23T00:00:00.000,2015-02-23T00:00:00.000,Nonexempt,25.05,2015,52104.0,RET
253,253,253,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2013-09-03T00:00:00.000,2013-09-03T00:00:00.000,Nonexempt,25.05,2013,52104.0,RET
254,254,254,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2014-04-23T00:00:00.000,2014-04-23T00:00:00.000,Nonexempt,25.05,2014,52104.0,RET
255,255,255,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2012-09-08T00:00:00.000,2012-09-08T00:00:00.000,Nonexempt,25.05,2012,52104.0,RET
